game_index,decision_index,elapsed_ms,eligible,search_begin_ok,visits
13,38,1.5979,0,0,0
13,39,714.7480,1,1,55
13,40,705.7487,1,1,55
13,41,1.5705,0,0,0
13,42,1.6479,0,0,0
13,43,712.5253,1,1,58
13,44,1.7712,0,0,0
13,45,1.2652,0,0,0
13,46,1.1750,0,0,0
13,47,705.9196,1,1,63
13,48,705.0158,1,1,64
13,49,705.5066,1,1,66
13,50,1.1999,0,0,0
13,51,701.7803,1,1,65
13,52,706.2746,1,1,67
13,53,703.0062,1,1,69
13,54,1.4825,0,0,0
13,55,1.2961,0,0,0
13,56,703.7078,1,1,73
13,57,706.6225,1,1,87
13,58,1.2839,0,0,0
13,59,704.7670,1,1,68
13,60,1.6923,0,0,0
13,61,707.5375,1,1,94
13,62,1.2177,0,0,0
13,63,710.3174,1,1,97
13,64,1.3529,0,0,0
13,65,1.3035,0,0,0
13,66,703.7744,1,1,117
13,67,702.1533,1,1,123
13,68,1.3862,0,0,0
13,69,703.8690,1,1,117
13,70,1.6158,0,0,0
13,71,705.0329,1,1,142
13,72,703.1157,1,1,119
13,73,1.5245,0,0,0
13,74,1.7360,0,0,0
13,75,1.5339,0,0,0
13,76,709.5208,1,1,138
13,77,705.1759,1,1,129
13,78,703.8637,1,1,125
13,79,705.9557,1,1,132
13,80,702.5336,1,1,174
13,81,704.0300,1,1,169
13,82,1.4515,0,0,0
13,83,1.2139,0,0,0
13,84,1.3609,0,0,0
13,85,1.1275,0,0,0
13,86,1.2058,0,0,0
13,87,1.2826,0,0,0
13,88,1.2788,0,0,0
14,0,0.2404,0,0,0
14,1,0.9126,0,0,0
14,2,1.0015,0,0,0
14,3,702.3800,1,1,140
14,4,0.6815,0,0,0
14,5,708.6188,1,1,117
14,6,701.0972,1,1,141
14,7,1.3774,0,0,0
14,8,1.0017,0,0,0
14,9,0.8954,0,0,0
14,10,703.7039,1,1,179
14,11,703.9325,1,1,176
14,12,703.4510,1,1,91
14,13,1.4647,0,0,0
14,14,847.2762,1,1,92
14,15,705.0086,1,1,78
14,16,702.1202,1,1,103
14,17,1.0559,0,0,0
14,18,0.9601,0,0,0
14,19,0.8102,0,0,0
14,20,0.9256,0,0,0
14,21,0.7720,0,0,0
14,22,0.7637,0,0,0
14,23,0.8279,0,0,0
14,24,707.8565,1,1,64
14,25,1.1709,0,0,0
14,26,1.2580,0,0,0
14,27,1.0547,0,0,0
14,28,1.0642,0,0,0
14,29,1.0288,0,0,0
14,30,1.0977,0,0,0
14,31,1.0162,0,0,0
14,32,1.1875,0,0,0
14,33,709.0158,1,1,67
14,34,702.0648,1,1,70
14,35,705.3074,1,1,66
14,36,1.0677,0,0,0
14,37,1.3567,0,0,0
14,38,702.9072,1,1,62
14,39,1.6391,0,0,0
14,40,703.6326,1,1,68
14,41,1.2811,0,0,0
14,42,707.8167,1,1,74
14,43,707.2733,1,1,69
14,44,1.1321,0,0,0
14,45,707.1954,1,1,63
14,46,1.0954,0,0,0
14,47,1.5415,0,0,0
14,48,701.1880,1,1,61
14,49,1.3256,0,0,0
14,50,1.1604,0,0,0
14,51,1.2985,0,0,0
14,52,0.9908,0,0,0
14,53,1.3181,0,0,0
14,54,1.0490,0,0,0
14,55,1.3346,0,0,0
14,56,1.9625,0,0,0
14,57,704.3780,1,1,79
14,58,708.1726,1,1,83
14,59,2.0486,0,0,0
14,60,707.7365,1,1,70
14,61,706.6888,1,1,67
14,62,705.7140,1,1,68
14,63,1.2685,0,0,0
14,64,1.4594,0,0,0
14,65,704.8609,1,1,79
14,66,704.6889,1,1,82
14,67,1.2381,0,0,0
14,68,703.8910,1,1,85
14,69,1.5266,0,0,0
14,70,702.8014,1,1,84
15,0,0.2085,0,0,0
15,1,2.2697,0,0,0
15,2,702.3216,1,1,318
15,3,709.5274,1,1,81
15,4,707.8740,1,1,87
15,5,705.9039,1,1,94
15,6,705.9046,1,1,78
15,7,0.9656,0,0,0
15,8,704.1510,1,1,76
15,9,709.6197,1,1,78
15,10,1.2632,0,0,0
15,11,1.0617,0,0,0
15,12,1.0649,0,0,0
15,13,706.0690,1,1,72
15,14,1.1351,0,0,0
15,15,705.5286,1,1,60
15,16,1.3815,0,0,0
